"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species group","subclass","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe"
110,"Alces alces","species","9852","Mammalia",NA,"Cervidae","Alces",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Alces alces",NA,NA,"Odocoileinae",NA,NA,"Ruminantia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
111,"Alces americanus","species","999462","Mammalia",NA,"Cervidae","Alces",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Alces americanus",NA,NA,"Odocoileinae",NA,NA,"Ruminantia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
112,"Alcichthys elongatus","species","1508112","Actinopteri",NA,"Cottidae","Alcichthys","Teleostei","Cottales","Metazoa","Perciformes",NA,"Chordata","Alcichthys elongatus",NA,"Neopterygii",NA,NA,NA,"Cottioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
113,"Aldrichetta forsteri","species","443748","Actinopteri",NA,"Mugilidae","Aldrichetta","Teleostei",NA,"Metazoa","Mugiliformes",NA,"Chordata","Aldrichetta forsteri",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
114,"Alectoris barbara","species","40177","Aves",NA,"Phasianidae","Alectoris",NA,NA,"Metazoa","Galliformes",NA,"Chordata","Alectoris barbara",NA,NA,"Perdicinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
115,"Alectoris chukar","species","9078","Aves",NA,"Phasianidae","Alectoris",NA,NA,"Metazoa","Galliformes",NA,"Chordata","Alectoris chukar",NA,NA,"Perdicinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
116,"Alectoris graeca","species","40178","Aves",NA,"Phasianidae","Alectoris",NA,NA,"Metazoa","Galliformes",NA,"Chordata","Alectoris graeca",NA,NA,"Perdicinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
117,"Alectoris rufa","species","9079","Aves",NA,"Phasianidae","Alectoris",NA,NA,"Metazoa","Galliformes",NA,"Chordata","Alectoris rufa",NA,NA,"Perdicinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
118,"Algansea lacustris","species","364078","Actinopteri",NA,"Cyprinidae","Algansea","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Algansea lacustris",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
119,"Alisterus scapularis","species","458117","Aves",NA,"Psittacidae","Alisterus",NA,NA,"Metazoa","Psittaciformes",NA,"Chordata","Alisterus scapularis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
120,"Alitta brandti","genus","868094","Polychaeta",NA,"Nereididae","Alitta","Aciculata",NA,"Metazoa","Phyllodocida",NA,"Annelida",NA,NA,"Palpata",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA
121,"Alligator mississippiensis","species","8496","Craniata",NA,"Alligatoridae","Alligator",NA,NA,"Metazoa","Crocodylia",NA,"Chordata","Alligator mississippiensis",NA,NA,"Alligatorinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota",NA,NA
123,"Allolobophora caliginosa","species","2020001","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Allolobophora caliginosa",NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
124,"Allolobophora chlorotica","species","302034","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Allolobophora chlorotica",NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
125,"Allolobophora dubiosa","genus","73391","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
126,"Allolobophora foetida","genus","73391","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
127,"Allolobophora jassyensis","genus","73391","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
128,"Allolobophora parva","genus","73391","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
129,"Allolobophora sp.","species","73392","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Allolobophora sp.",NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
130,"Allolobophora terrestris","genus","73391","Clitellata",NA,"Lumbricidae","Allolobophora",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Lumbricinae",NA,NA,"Lumbricina",NA,NA,NA,NA,"Eukaryota",NA,NA
131,"Alloophorus robustus","species","208313","Actinopteri",NA,"Goodeidae","Alloophorus","Teleostei",NA,"Metazoa","Cyprinodontiformes",NA,"Chordata","Alloophorus robustus",NA,"Neopterygii",NA,NA,NA,"Cyprinodontoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
132,"Allotoca catarinae","species","208315","Actinopteri",NA,"Goodeidae","Allotoca","Teleostei",NA,"Metazoa","Cyprinodontiformes",NA,"Chordata","Allotoca catarinae",NA,"Neopterygii",NA,NA,NA,"Cyprinodontoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
133,"Allotoca diazi","species","208316","Actinopteri",NA,"Goodeidae","Allotoca","Teleostei",NA,"Metazoa","Cyprinodontiformes",NA,"Chordata","Allotoca diazi",NA,"Neopterygii",NA,NA,NA,"Cyprinodontoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
134,"Allotoca zacapuensis","species","208322","Actinopteri",NA,"Goodeidae","Allotoca","Teleostei",NA,"Metazoa","Cyprinodontiformes",NA,"Chordata","Allotoca zacapuensis",NA,"Neopterygii",NA,NA,NA,"Cyprinodontoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
136,"Alosa braschnikowi","genus","34772","Actinopteri",NA,"Clupeidae","Alosa","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata",NA,NA,"Neopterygii","Alosinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
137,"Alosa pseudoharengus","species","34774","Actinopteri",NA,"Clupeidae","Alosa","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata","Alosa pseudoharengus",NA,"Neopterygii","Alosinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
138,"Alouatta caraya","species","9502","Mammalia",NA,"Atelidae","Alouatta",NA,"Simiiformes","Metazoa","Primates","Platyrrhini","Chordata","Alouatta caraya",NA,NA,"Alouattinae",NA,NA,"Haplorrhini","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
139,"Alphitobius diaperinus","species","27448","Insecta","Holometabola","Tenebrionidae","Alphitobius","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda","Alphitobius diaperinus",NA,"Pterygota","Tenebrioninae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
140,"Alphitophagus bifasciatus","species","877854","Insecta","Holometabola","Tenebrionidae","Alphitophagus","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda","Alphitophagus bifasciatus",NA,"Pterygota","Diaperinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
142,"Amadina fasciata","species","247727","Aves",NA,"Estrildidae","Amadina",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Amadina fasciata",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
143,"Amara basillaris","genus","60755","Insecta","Holometabola","Carabidae","Amara","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Zabrini"
144,"Amara fallax","genus","60755","Insecta","Holometabola","Carabidae","Amara","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Zabrini"
145,"Amara muscula","genus","60755","Insecta","Holometabola","Carabidae","Amara","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Zabrini"
146,"Amara obesa","species","1205962","Insecta","Holometabola","Carabidae","Amara","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda","Amara obesa",NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Zabrini"
147,"Amatitlania nigrofasciata","species","74111","Actinopteri",NA,"Cichlidae","Amatitlania","Teleostei",NA,"Metazoa","Cichliformes",NA,"Chordata","Amatitlania nigrofasciata",NA,"Neopterygii","Cichlasomatinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota","Cichlomorphae","Heroini"
148,"Amaurornis phoenicurus","species","261959","Aves",NA,"Rallidae","Amaurornis",NA,NA,"Metazoa","Gruiformes",NA,"Chordata","Amaurornis phoenicurus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
149,"Amazonetta brasiliensis","species","75867","Aves",NA,"Anatidae","Amazonetta",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Amazonetta brasiliensis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
150,"Ambassis commersoni","species","1326872","Actinopteri",NA,"Ambassidae","Ambassis","Teleostei",NA,"Metazoa","Neopterygii",NA,"Chordata","Ambassis commersoni",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
152,"Ambloplites rupestris","species","109273","Actinopteri",NA,"Centrarchidae","Ambloplites","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Ambloplites rupestris",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Centrarchoidei","Eukaryota",NA,NA
153,"Ambystoma opacum","species","43115","Amphibia",NA,"Ambystomatidae","Ambystoma",NA,NA,"Metazoa","Caudata",NA,"Chordata","Ambystoma opacum",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Salamandroidea","Eukaryota","Batrachia",NA
154,"Ambystoma tigrinum","species","8305","Amphibia",NA,"Ambystomatidae","Ambystoma",NA,NA,"Metazoa","Caudata",NA,"Chordata","Ambystoma tigrinum",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Salamandroidea","Eukaryota","Batrachia",NA
155,"Ameira longipes","genus","512210","Maxillopoda",NA,"Ameiridae","Ameira","Neocopepoda",NA,"Metazoa","Harpacticoida",NA,"Arthropoda",NA,NA,"Copepoda",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Podoplea",NA
156,"Ameiurus melas","species","219545","Actinopteri",NA,"Ictaluridae","Ameiurus","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Ameiurus melas",NA,"Neopterygii",NA,NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
157,"Ameiurus natalis","species","66912","Actinopteri",NA,"Ictaluridae","Ameiurus","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Ameiurus natalis",NA,"Neopterygii",NA,NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
158,"Ameiurus nebulosus","species","27778","Actinopteri",NA,"Ictaluridae","Ameiurus","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Ameiurus nebulosus",NA,"Neopterygii",NA,NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
159,"Americorchestia megalophthalma","species","587165","Malacostraca",NA,"Talitridae","Americorchestia",NA,"Talitrida","Metazoa","Amphipoda",NA,"Arthropoda","Americorchestia megalophthalma",NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Talitroidea","Eukaryota","Peracarida",NA
160,"Amia calva","species","7924","Actinopteri",NA,"Amiidae","Amia","Holostei",NA,"Metazoa","Amiiformes",NA,"Chordata","Amia calva",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
161,"Amietophrynus regularis","species","8390","Amphibia",NA,"Bufonidae","Amietophrynus",NA,NA,"Metazoa","Anura",NA,"Chordata","Amietophrynus regularis",NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Hyloidea","Eukaryota","Batrachia",NA
163,"Ammospermophilus leucurus","species","45488","Mammalia",NA,"Sciuridae","Ammospermophilus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Ammospermophilus leucurus",NA,NA,"Xerinae",NA,NA,"Sciuromorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires","Marmotini"
164,"Amphiascus similis","genus","1042267","Maxillopoda",NA,"Miraciidae","Amphiascus","Neocopepoda",NA,"Metazoa","Harpacticoida",NA,"Arthropoda",NA,NA,"Copepoda",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Podoplea",NA
165,"Amphibolurus barbatus","genus","116112","Craniata",NA,"Agamidae","Amphibolurus",NA,NA,"Metazoa","Squamata",NA,"Chordata",NA,NA,NA,"Amphibolurinae",NA,NA,"Iguania","Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
166,"Amphiesma stolatum","species","186574","Craniata",NA,"Colubridae","Amphiesma",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Amphiesma stolatum",NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
167,"Amphilophus nourissati","genus","61818","Actinopteri",NA,"Cichlidae","Amphilophus","Teleostei",NA,"Metazoa","Cichliformes",NA,"Chordata",NA,NA,"Neopterygii","Cichlasomatinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota","Cichlomorphae","Heroini"
171,"Amphiuma tridactylum","species","8313","Amphibia",NA,"Amphiumidae","Amphiuma",NA,NA,"Metazoa","Caudata",NA,"Chordata","Amphiuma tridactylum",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Salamandroidea","Eukaryota","Batrachia",NA
172,"Ampithoe rubricata","species","371465","Malacostraca",NA,"Ampithoidae","Ampithoe",NA,"Corophiida","Metazoa","Amphipoda","Corophiidira","Arthropoda","Ampithoe rubricata",NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Corophioidea","Eukaryota","Peracarida",NA
173,"Ampullaria cuprina","genus","54974","Gastropoda",NA,"Ampullariidae","Ampullaria",NA,NA,"Metazoa","Ampullarioidea",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ampullarioidea","Eukaryota",NA,NA
174,"Amusium balloti","genus","106315","Bivalvia",NA,"Pectinidae","Amusium",NA,NA,"Metazoa","Pectinoida",NA,"Mollusca",NA,NA,"Pteriomorphia",NA,NA,NA,NA,NA,NA,NA,"Pectinoidea","Eukaryota",NA,NA
175,"Anabas testudineus","species","64144","Actinopteri",NA,"Anabantidae","Anabas","Teleostei",NA,"Metazoa","Anabantiformes",NA,"Chordata","Anabas testudineus",NA,"Neopterygii",NA,NA,NA,"Anabantoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
176,"Anacanthotermes turkestanicus","genus","377695","Insecta","Polyneoptera","Hodotermitidae","Anacanthotermes","Neoptera",NA,"Metazoa","Blattodea",NA,"Arthropoda",NA,NA,"Pterygota",NA,NA,NA,NA,NA,NA,"Hexapoda","Blattoidea","Eukaryota",NA,NA
177,"Anachalcos convexus","species","206794","Insecta","Holometabola","Scarabaeidae","Anachalcos","Neoptera","Scarabaeiformia","Metazoa","Coleoptera",NA,"Arthropoda","Anachalcos convexus",NA,"Pterygota","Scarabaeinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Scarabaeoidea","Eukaryota",NA,"Canthonini"
178,"Anadara ovalis","species","61341","Bivalvia",NA,"Arcidae","Anadara",NA,NA,"Metazoa","Arcoida",NA,"Mollusca","Anadara ovalis",NA,"Pteriomorphia",NA,NA,NA,NA,NA,NA,NA,"Arcoidea","Eukaryota",NA,NA
179,"Anarhichas lupus","species","8204","Actinopteri",NA,"Anarhichadidae","Anarhichas","Teleostei","Zoarcales","Metazoa","Perciformes",NA,"Chordata","Anarhichas lupus",NA,"Neopterygii",NA,NA,NA,"Cottioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
180,"Anas acuta","species","28680","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas acuta",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
181,"Anas americana","genus","8835","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
182,"Anas bahamensis","species","75834","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas bahamensis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
183,"Anas capensis","species","8837","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas capensis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
184,"Anas carolinensis","species","75836","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas carolinensis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
185,"Anas clypeata","species","75838","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas clypeata",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
186,"Anas crecca","species","75839","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas crecca",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
187,"Anas discors","species","75842","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas discors",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
188,"Anas falcata","genus","8835","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
189,"Anas fulvigula","species","75846","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas fulvigula",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
190,"Anas penelope","genus","8835","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
191,"Anas platyrhynchos","species","8839","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas platyrhynchos",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
192,"Anas querquedula","species","75856","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas querquedula",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
193,"Anas rubripes","species","75857","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas rubripes",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
194,"Anas smithii","species","75859","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas smithii",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
195,"Anas strepera","genus","8835","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
196,"Anas superciliosa","species","45632","Aves",NA,"Anatidae","Anas",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Anas superciliosa",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
197,"Anatolica eremita","genus","302803","Insecta","Holometabola","Tenebrionidae","Anatolica","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Pimeliinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
198,"Anax junius","species","214820","Insecta",NA,"Aeshnidae","Anax","Palaeoptera",NA,"Metazoa","Odonata",NA,"Arthropoda","Anax junius",NA,"Pterygota",NA,NA,NA,"Anisoptera",NA,NA,"Hexapoda","Aeshnoidea","Eukaryota",NA,NA
199,"Anax sp.","genus","39259","Insecta",NA,"Aeshnidae","Anax","Palaeoptera",NA,"Metazoa","Odonata",NA,"Arthropoda",NA,NA,"Pterygota",NA,NA,NA,"Anisoptera",NA,NA,"Hexapoda","Aeshnoidea","Eukaryota",NA,NA
200,"Anaxyrus americanus","species","8389","Amphibia",NA,"Bufonidae","Anaxyrus",NA,NA,"Metazoa","Anura",NA,"Chordata","Anaxyrus americanus",NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Hyloidea","Eukaryota","Batrachia",NA
201,"Anaxyrus cognatus","species","30328","Amphibia",NA,"Bufonidae","Anaxyrus",NA,NA,"Metazoa","Anura",NA,"Chordata","Anaxyrus cognatus",NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Hyloidea","Eukaryota","Batrachia",NA
202,"Anaxyrus woodhousii","species","47561","Amphibia",NA,"Bufonidae","Anaxyrus",NA,NA,"Metazoa","Anura",NA,"Chordata","Anaxyrus woodhousii",NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Hyloidea","Eukaryota","Batrachia",NA
203,"Anchoa mitchilli","species","224718","Actinopteri",NA,"Engraulidae","Anchoa","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata","Anchoa mitchilli",NA,"Neopterygii","Engraulinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
204,"Anguilla anguilla","species","7936","Actinopteri",NA,"Anguillidae","Anguilla","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Anguilla anguilla",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
205,"Anguilla australis","species","7940","Actinopteri",NA,"Anguillidae","Anguilla","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Anguilla australis",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
206,"Anguilla japonica","species","7937","Actinopteri",NA,"Anguillidae","Anguilla","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Anguilla japonica",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
207,"Anguilla mossambica","species","48164","Actinopteri",NA,"Anguillidae","Anguilla","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Anguilla mossambica",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
208,"Anguilla rostrata","species","7938","Actinopteri",NA,"Anguillidae","Anguilla","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Anguilla rostrata",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
209,"Anguis fragilis","species","102178","Craniata",NA,"Anguidae","Anguis",NA,NA,"Metazoa","Squamata","Anguimorpha","Chordata","Anguis fragilis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
210,"Anguispira alternata","species","318205","Gastropoda",NA,"Discidae","Anguispira",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Anguispira alternata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arionoidea","Eukaryota",NA,NA
211,"Angulus versicolor","genus","399301","Bivalvia",NA,"Tellinidae","Angulus","Euheterodonta",NA,"Metazoa","Veneroida",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tellinoidea","Eukaryota",NA,NA
212,"Anhinga anhinga","species","56067","Aves",NA,"Anhingidae","Anhinga",NA,NA,"Metazoa","Pelecaniformes",NA,"Chordata","Anhinga anhinga",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
